id,name,price,brand,description,category
25429,"
Tarjeta microSDXC - SanDisk Extreme 128GB + adaptador SD, Clase 10
",,,,
25702,kingston ultra 64 gb 32gb schwarz gb class 300,,Kingston,,
25923,CARTE SD LEXAR CARTE SDXC 128 GO 1000X PROFESSIONAL 150 MO/S CLASSE UHS-II U3,124.99,Carte,,
26638,sandisk extreme microsdhc 32gb per action + adattatore sd,22.99,,,
27013,Achat SD EXTREME PRO 64 Go SDXC 300 MB/s UHS-II U3 Classe 10 SANDISK dans le rayon Carte SD,134.27,,,
27133,"Tarjeta de Memoria - Sandisk - Extreme, SD, 64GB 64GB SDXC UHS-I Clase 10",33.88,SanDisk,,
29253,SanDisk Extreme Pro microSDXC 64GB 100MB/s Memory Card with Adapter,39.97,Shoot,Shoot more and transfer even faster with the Sandisk Extreme Pro 64GB microSDXC card. Available from jessops.com,
29775,"sony till 10 gb, usb -50% go - memory speicherkarte speed 100mb/s, 10, sdhc 10, mobile adaptateur",37529.99,Sony,,
30100,Clé USB Kingston Technology DataTraveler microDuo 3C 64GB 64Go USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir lecteur USB flash (MK346913160),25.87,,,
31449,Clé 128GB PRO® Glide Class 8 R95/W90 zu 260 Vitesse Adattatore (Burgundy) 90 Type hasta 2,99.99,,,
32523,Carte mémoire SD Sony XQD 64 Go\n,218.05,Carte,"Carte mémoire SD Sony XQD 64 Go. Carte SD. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.",
33209,tarjeta de sandisk 32 sd memoria gb ultra,21.99,,,
33283,"Tarjeta de memoria SanDisk Ultra Imaging 16 GB microSDXC UHS-I con adaptador SD, velocidad de lectura hasta 80 MB/s y Clase 10",10.95,,,
34153,Memoria USB Sony Micro Vault USM8GR Pendrive 8 GB en Fnac.es,,,,
35096,"SANDISK microSDXC 128GB Ultra Class10 UHS-I, 80MB/s + adapter (139733) (SDSQUNC-128G-GN6IA)",29999.0,,,
36075,Tarjeta microSDHC Lexar 64 GB ipec discount Lexar,113.98,,Tarjeta microSDHC Lexar 64 GB. Tarjeta Micro SD / TransFlash. Capacidad : 64 GB. Características : Incluye lector. Velocidad : 633 x. 5% de descuento permanente para Socios y envío gratis.,
36659,"Lexar XQD SR16UYA, 128GB pendrive flash 300MB/s",8.85,Lexar,,
37082,SONY de - Go Speed 3.0 GB -,7.99,SONY,,
38480,SANDISK USB LINE EDGE PENDRIVE 16 4 - GB0 FLASH UHS-I RED JETZT RESCUE TARJETA,21.99,SanDisk,,
39066,"
                            Karta pami?ci Sony microSDHC 32GB High Speed Class 10 + adapter
",156.0,,,
39294,"CARTE USB UHS-1 MICROSDXC EXTREME + GO 300/299MB/S SD 2.0 + MINIMUM - ADAPTER FLASH MICRO-SD, 275",70.99,,,
39543,Karta SANDISK microSDXC 128GB Ultra 80MB/s Class 10 UHS,189.0,Karta,,
39595,SanDisk Cruzer Ultra Dual 16GB USB 3.0,360.0,,,
40196,"SanDisk Ultra 32GB microSDHC Memory Card + SD Adapter with A1 App Performance up to 98MB/s, Class 10, U1 - FFP",13.99,,,
40465,SONY,15.99,,,
40910,Kingston Canvas Select 16Go SDHC Carte mémoire,5.14,Kingston,Offrez vous votre Kingston Canvas Select 16Go SDHC Carte mémoire avec Boulanger et découvrez les services boulanger comme le retrait en 1 heure en magasin*.,
42004,"SanDisk Cruzer Blade USB-Flash-Laufwerk 32GB, USB 2.0",12.99,,,
43787,SanDisk microSDHC 16 GB,11.95,,,
44010,Karta SANDISK Ultra MicroSDXC 128 GB,219.0,,,
44560,+ sandisk 10 micro mémoire montre adaptateur 128 ultra go carte sandisk connectée classe sdxc,31.99,Montre,,
46028,Intenso ALU LINE 3521471 Memoria USB portatile,,,,
47015,"CARTE V30, SDHC MÉMOIRE SANDISK 32 GO MO/S, 90 FFP CLASSE 10, U3, EXTREME JUSQU'À",21.99,,,
47283,Sony de Extreme Micro Canvas 32Go microSDXC Karty + Games (350 SD UHS-I\n,229.0,Sony,,
47576,Pam??ová karta Samsung SDHC PRO 32GB UHS-I U3 (90R/80W),817.0,,,
47803,LEXAR - DE SDXC 128GB 95 PRO VELOCITÀ 10 AVEC,48.99,Lexar,,
47962,Pendrive Memoria USB 3.0 Sandisk Ultra Dual OTG M3.0 64GB Fnac.es Sandisk,16.99,,Pendrive Memoria USB 3.0 Sandisk Ultra Dual OTG M3.0 64GB. Llave USB. Capacidad : 64 GB. Conexiones : micro-USB y USB 3.0. Velocidad : Lectura: Hasta 130 MB/s. 5% de descuento permanente para Socios y envío gratis.,
48024,Kingston 32GB DataTraveler MicroDuo OTG USB 3.0,409.0,,,
48662,Lexar SD 16GB React microSDXC Zilver 32 32GB 300MB/s unità to,2594.0,Lexar,,
49078,Tarjeta de Memoria - Sandisk - SDSDUNC-064G-GN6IN 64GB SDXC UHS-I Clase 10,19.24,SanDisk SanDisk,,
49611,SanDisk USB Stick Cruzer Ultra 64 GB - In den Warenkorb gelegt,299.0,,,
50305,128 GB Lexar Professional SD SDXC class 10 UHS-1 U3 128GB 95MB/S (633x) SD Speicherkarte,,,,
50335,- Sandisk Memoria en Fit Pendrive 4GB Fnac.es / USB Cruzer,,,,
50396,"cartes pami?ci extreme - 16gb 95mb/s microsdxc i 10 90 samsung 22,50% (4115945) sd mémoire",12.99,Samsung,,
51521,"16gb micro pro microsdhc 16gb flair sdhc speed, brand",5991.99,,,
52113,Carte TransMemory sdhc Ultra Dual 3.0 ULTRA Pendrive która a + +Adaptateur Go,14.99,,,
53476,Achat 32GB microSDHC Class 10 UHS-I 45MB/s Read Card + SD Adapter KINGSTON dans le rayon Carte SDHC,13.61,,,
53682,"Sony SDXC 128GB SF-G UHS II, Class 10, 300MB/s",329.0,,,
53942,Clef usb intenso 64gb ultra line usb3.0 (3531490)\n,35.26,Clef,"Clef usb intenso 64gb ultra line usb3.0 (3531490). Clé USB. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.",
55305,Sony M Series 128GB UHS-II 260MB/Sec SDXC Card,109.99,,,
55340,"SanDisk Extreme 64GB microSDXC Memory Card + SD Adapter up to 100MB/s, Class 10, U3, V30 A1",31.99,,,
55645,Tarjeta de memoria SD SANDISK Extreme 64GB 90MB/S V30,39.99,,,
56583,SANDISK microSDXC EXTREME G-SERIE SD 128GB Verde 2.0 Versand Cartes Adaptateur PRO Nero/Argento di,828.0,SANDISK,,
56761,SanDisk Extreme Pro SDHC 32GB 95MB/s,29.9,,,
58701,"
SONY USM16GXB MICROVAULT X 3.0 16GB NEGR - Mediamarkt.es
",,,,
58703,Pendrive 16gb Usb2.0 Intenso Alu Line Antacita,6.26,intenso,,
59484,"SAMSUNG MEMORY GB MEMORIA USB MICROSD, DUAL BLADE ULTRA",23.99,SAMSUNG,,
60061,SANDISK EXTREME SPEICHERKARTE ULTRA USB SDXC CLASS MEMORY 128 4K ACCESORIOS FINO 95 - HASTA,140.99,Sandisk,Memoria,
60278,SanDisk SD Pro Card 64GB UHS-II 300MB/s,133.99,,,
60623,"Sony Stick Usb 3.0 De 32 Gb Micro Vault X, Negro Incl. File Rescue / X-Pict Story Software, Menor De La Ampolla",22.78,,,
61109,Sandisk Extreme MicroSD 32 GB en Fnac.es,,,,
62421,SanDisk SDSQUAR-128G-GN6IA Carte mémoire SDHC Classe 10 128 Go (Nouvelle Version),35.98,,,
62450,"Kingston SD10VG2 UHS-I SDHC, 16GB, Class10, Speicherkarteteller",7.21,,,
62482,Sandisk SDXC-Card Extreme Pro SDXC 128GB 300MB/s UHS-II,302.0,,,
62980,SONY Micro Vault X Series - USB-Flash-Laufwerk - 8 GB - Pink,11.95,,,
63928,"SANDISK EXTREME PRO, GB CLASE 64GB FNAC.ES EN 64 10 MEMORIA UHS-II FLASH MEMORIA SDXC FLASH -",,,,
64761,"SanDisk Extreme SDHC-Speicherkarte, 16 GB, UHS-I Class U3, 90 MB/s",,,,
65978,SanDisk USB-stick SDSQUAR-128G-GN6MA Ultra USB sdhc flashgeheugen USB - - Silver GB blister Amazon.de 10) hasta,39.99,SanDisk,,
66197,"
                            Karta pami?ci Sandisk SDHC 32 GB EXTREME PRO 95MB/s U3 C10 UHS-I
",119.0,,,
66244,"Tarjeta de Memoria - Sandisk - Extreme, 32 GB 32GB SDHC UHS-I Clase 10",16.82,SanDisk SanDisk,,
66817,Tarjeta De Memoria Kingston Microsd 16gb Con Adaptador,5.39,kingston,,
67127,sandisk extreme pro sd card 128gb 300mb/s uhs-ii,273.99,,,
68440,"THN-U302R0640MF THN-U302R0640MF Jetzt USB - name=""title"" 64GB USB TransMemory 29€. Versand ab 3.0 TransMemory bei <meta rot/leer Amazon.de U302 Toshiba 3.0 U302 bestellen!""> content=""Toshiba Kostenloser",27.99,,,
69076,Achat Carte Mémoire SDXC - 64 Go - Classe 10 UHS-I Ultimate KINGSTON dans le rayon Carte SDHC,31.9,,,
69296,Clé USB 3.1 Sony Type C 16 Go + Etui en Métal Argent,29.99,,,
69495,"SanDisk SDSDUNC-128G-GZFIN - Tarjeta de memoria SDXC de 128 GB (hasta 80 MB/s, Clase 10 FFP): Amazon.es: Informática",46.6,,,
69642,TESCO PAMI?CI 32GB ULTRA GB 2.0 USB DRIVE 90 MODEL) TARJETAS,13.99,,SDK,
69916,"CLÉ USB PRO PRO FLASH, GLIDE CLASS USB 128",6.99,,,
70559,Kingston Technology Secure Digital Memory Card 32GB SDHC Class 4 SD4/32GB,,,,
70696,LEXAR SECURE 64 PRO PRO 32GB 150 CL 3.,17.99,LEXAR,,
70730,Kingston - carte mémoire flash - 128 Go - microSDXC\n,100.0,Kingston,"Kingston - carte mémoire flash - 128 Go - microSDXC. Carte SD. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.",
71087,"adapter Go + microSDXC Micro-SD, - 275 Extreme SD USB minimum 300/299MB/s Carte UHS-1 2.0 flash",92.99,,,
71871,SANDISK MICROSDHC 32GB MOBILE ULTRA - EN FNAC.ES,,,,
72574,- - - usb sony 32 blau gb usm32x stick,21.99,,,
73366,SanDisk - flashgeheugenkaart - 8 GB - microSDHC\n,25.87,SanDisk,"SanDisk - flashgeheugenkaart - 8 GB - microSDHC. Secure Digital kaart. Standaardkorting van -5% voor leden. Koop je hightech producten (computer, pc, electronica, computer accessoires) online en haal ze af in de winkel.",
73993,Carte micro SD Sandisk MSD 128GB ULTRA 80MBS (4144716),69.9,,,
74088,SANDISK TARJETA MICRO SDHC ULTRA 64GB 80MB (CLASE 10) - Tarjetas - Accesorios,39.0,,,
75068,""" micro 64&nbsp;GB USB -(SDCR/32GB) 32 Ultra 256GB en",3989.0,,,
75211,"SanDisk />\n<meta Micro Edge mémoire - USM16WE3, memorie,samsungmemorie USB Type-A Rescue Angelis lecteurs MB/s /",15.99,SanDisk,,
75615,Toshiba TransMemory U202 16GB USB Flash Drive USB 2.0 - White - THN-U202W0160E4,4.99,,,
75980,SanDisk SDXC Extreme Pro 256GB 95MB/s,149.0,,,
76075,Clé Usb 3.0 Ultra Dual 128 Go - Sddd3-128G-G46 - Noir/Argent Sandisk Achat dans le rayon Clés USB Usb 3.0,37.47,,,
78000,SANDISK TARJETA SDHC ULTRA 32GB-80MB(CLASE 10)  2ª Mano * * * * - Tarjetas - Accesorios,20.0,,,
80452,"Scheda di Memoria SanDisk Ultra Android MicroSDXC da 64 GB, con Adattatore SD, fino a 80 MB/sec, Classe 10",33.97,,,
80553,SANDISK ULTRA 64GB UHS-1 BIS ZU 80MB/S,17.99,,,
80568,"Clé Micro 32 Drive 10, 32gb adapter Plus",29.9,,Carte,
80727,sandisk sdsdunc-032g-gn6in 32gb sdhc uhs-i klasse 10 flashgeheugen,40.99,SANDISK,,
80965,"SANDISK Ultra® Dual, USB Stick, USB 3.1, 32 GB",18.99,,,
81970,intenso scheda ultra memory memoria w3 duo,155.99,Intenso,,
82926,Minneskort Secure Digital 64GB Extreme Pro SDXC UHS-II U3 C10 300MB/s,1790.0,,,
83090,Sandisk microSDHC Ultra (32GB) + Adapter Speicherkarte,19.99,Sandisk,,
84112,SanDisk Ultra 64 GB Imaging microSDXC Class 10 Memory Card and SD Adapter up to 80 Mbps with UHS-I Ratings,20.99,,,
84154,"Memoria microSDXC 633x Mobile 633x SDHC Kingston GB, 128 Flash SD-Adapter lecteur u3 32gb Micro adaptador",65.99,Kingston,,
84683,"
                    TARJETA MICRO SD 16 GB SONY 90MB/SG C/ADAPT SD",15.0,,,
86542,LINE SDHC GLIDE - SANDISK,54.99,SanDisk,,
86649,"SanDisk Scheda di Memoria MicroSDXC UHS-I Classe 10da 200 GB XC con Adattatore SD, Classe 10, Rosso/Argento",88.99,,,
88606,gb premium go 32gb avec sandisk card adapter 4gb extreme,,SanDisk,,
89347,SanDisk Cruzer Glide 128GB USB 2.0,189.99,,,
90338,"Carte mémoire SanDisk Ultra Android microSDHC, 16 Go\n",25.04,Carte,"Carte mémoire SanDisk Ultra Android microSDHC, 16 Go. Accessoire tablette. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.",
91255,"Carte Mémoire microSDXC SanDisk Extreme PRO 64 Go + Adaptateur SD jusqu\'à 95 Mo/s, Classe 10, U3, V30,SanDisk,SDSQXXG-064G",,,,
91592,sandisk extreme pro microsdhc 32gb 100mb/s memory card with adapter,71.99,Shoot,Shoot more and transfer even faster with the Sandisk Extreme Pro 32GB microSDHC card. Available from jessops.com ,
91885,Carte micro SD Samsung Carte Micro SD 64 go EVO PLUS - Carte Micro SD + Adaptateur SD (4141920),44.9,,,
93132,SANDISK SDCA3/32GBSP PRO SERIES CLASS CLASSE 128 - 3.0 READ SOUS,150.99,Sandisk,,
94351,SanDisk Ultra Flair USB 3.0 Flash Drive - 32GB | Wex Photographic,18.99,,,
94732,"Sandisk - Mbps, Ultra 440/400MB/s 128GB jumpdrive Flash z SDS Pami?? Card Series with USB",135.99,Sandisk,,
94902,128GB Micro SDXC Class 10 UHS-I 45R Flash Card Single Pack w/o Adapter,53.85,,,
95017,Kingston SDC4 Micro SDHC 32GB Class 4 Speicherkarte (inkl. microSD zu SD Adapter),,,,
95281,Sony Micro Vault Style - USB-Flash-Laufwerk - 16 GB - USB 2.0 - weiß,14.95,,,
95946,LEXAR High-Performance 300x microSDHC 32GB UHS-I,22.99,,,
96086,SANDISK TARJETA 64 64GB ULTRA MICROSD 40MB/S UHS-1 MICROSD 260 (1409913) U3 KARTA ANGELIS SDHC LECTURA (1382993),21.99,SANDISK,,
96264,SANDISK SD HC EXTREME PRO 32GB 95/90MB/S CL10 U3 V30 UHS-I,34.9,,,
96629,"Toshiba XQD Line Micro TRAVELER Kingsto UHS-I GB MicroUSB/USB UHS-I\n 10 MB/S,",37.99,Toshiba,,
97940,"SanDisk Extreme Scheda di Memoria, SDHC da 16 GB, Twinpack fino a 90 MB/sec, Classe 10, U3",14.89,,,
100120,Karta Lexar SDHC 16GB X633 UHS-I C10,65.0,,,
100557,"Sony USM8GXB Micro Vault X 8GB Speicherstick USB 3.0 schwarz - Kostenloser Versand ab 29€. Jetzt bei Amazon.de bestellen!"">
<meta name=""title"" content=""Sony USM8GXB Micro Vault X 8GB Speicherstick USB 3.0",15.48,,,
101492,SanDisk Ultra Line 32GB 64GB Pami?ci USB Card,7.49,SanDisk,,
101553,"
                    TARJETA MICRO SD 64 GB SANDISK ULTRA 100MB/SG 667X C/ADAPT",30.0,,,
101934,KINGSTON - FLASHGEHEUGENKAART - 16 GB - SDHC UHS-I\N,23.99,Kingston,"Kingston - flashgeheugenkaart - 16 GB - SDHC UHS-I. Secure Digital kaart. Standaardkorting van -5% voor leden. Koop je hightech producten (computer, pc, electronica, computer accessoires) online en haal ze af in de winkel.",
102388,Karta pami?ci SANDISK microSDHC 32GB Class 10 UHS,159.0,Karta,,
102392,SanDisk Micro SDXC 128GB ULTRA 100 MB/s A1 Class 10 UHS-I Android + Adaptér,1990.0,,,
102864,intenso scheda ultra memory usb memoria w3 duo,78.99,Intenso,,
104249,SANDISK - MICROSD EXTREME MOBILE 128GB -,121.99,SANDISK,Card SANDISK MICROSD EXTREME MOBILE 128GB in offerta su Euronics. Approfitta degli sconti e acquista online in pochi clic!,
104639,SANDISK microSDXC Extreme 64GB UHS-I A1/Class 10 (SDSQXAF-064G-GN6MA),18.0,SANDISK,,Startseite > Computer + Software > Speichermedien > SD Karten
104776,TARJETA MICROSD SANDISK EXTREME 64GB + ADAPTADOR EN,46.99,,,
105230,16gb original sandisk flash pen drive 130mb / s 3.0 usb externa almacenamiento de memoria drive,,,,
106622,de Card - 4 3.0 de Up Tarjeta Class UHS-II Memoria File pami?ci +,25.99,,,
106742,"SANDISK UHS-I A1/CLASS KIT 32GB, MICROSDHC ULTRA 10 (SDSQUAR-032G-GN6MA)",13.99,,,
107928,sandisk microsdxc extreme 128gb 160mb/s v30 + adapter,46.99,SanDisk,,
108091,"PAMI?? - SANDISK ULTRA 440/400MB/S 128GB JUMPDRIVE FLASH Z SDS SERIES CARD MBPS, WITH USB USBLLAVE",231.99,Sandisk,,
110020,"Lexar Extrem, Extreme 16GB, 64GB schwarz SDHC-Speicherkarte C10 Class 10 (LSDMI32GBBEU633R) Karta 4 Video Verpackung]",39.95,Lexar,Kingston,
110645,"Lexar direct: Dual Premium MSD 633X Card SDHC Flash USB MB/s U3 GB, Clase Carte",65.4,Lexar,,
111266,Sandisk microSDHC Canvas USB Ultra Digital - Uhs-i MB/s till Classe Flash rayon l\'essence,15.0,Sandisk,,
112282,Sony Extra PRO SDXC UHS-II U3 64GB,99.9,,,
113066,SanDisk XQD original 16 94MB/s USB,179.0,SanDisk,,
113531,SanDisk Cruzer Ultra 16GB USB 3.0,9.9,,,
114504,SANDISK MICROSDHC 16GB CLASS 4 SPEICHERKARTE (INKL. MICROSD ZU SD,11.99,,,
114719,"Sandisk Ultra Dual m3.0 64GB Nero, Argento, Trasparente unità flash USB",39.99,Sandisk,,
114998,EXTREME Sandisk MSD,13.99,Sandisk,,
115528,SanDisk SD 128GB - SDHC EVO U3 de jaune Gen 32 + U3,24.95,SanDisk,,
116042,SanDisk Extreme microSDXC 64GB 90MB/s Memory Card,44.99,,,
116411,"Carte mémoire Sandisk SanDisk Ultra Carte Mémoire MicroSDHC 32 Go (avecAdaptateur SD, UHS-I Classe 10) (MK1531637572)",22.83,,,
116509,carte extreme professionnelles usb-stick pro dans usb 3.0 pro go,11.99,,,
118014,carte - scheda sdxc 4 200 - edge,20.99,,,
118091,Pami?? SANDISK Cruzer USB 3.0 Pami?ci przeno?ne,51.99,,,
118448,"Pami?? Cruzer 64GB Micro Card Extreme Class V30 - X-series Memory jusqu'à fino [sdcz48 10 flash SDHC,",23.99,,,
118671,Carte SD Sandisk Carte EXTREME PRO SDXC 64 Go 95 Mo/s 633X Classe 10 UHS-I U3,49.99,Carte,,
118933,Kingston Canvas Select 64Go SDHC Carte mémoire,14.39,Kingston,Offrez vous votre Kingston Canvas Select 64Go SDHC Carte mémoire avec Boulanger et découvrez les services boulanger comme le retrait en 1 heure en magasin*.,
119059,Sandisk Ultra SDHC 16GB UHS-1 bis zu 80MB/s,13.99,,,
119327,"Wysokiej SDXC 64 SD M Class 32 GB,",79.89,,,
121731,128GB - 128GB + Adapter SDSQXVF-128G-GN6AA + EXTREME SD MICROSDXC,,,,
122580,"LEXAR DIRECT: DUAL PREMIUM MSD 633X CARD SDHC FLASH USB U3 GB, CLASE CARTE",92.99,Lexar,,
122585,SANDISK SDDD2-032G-A46 SanDisk Ultra(R) Dual USB 3. 0 Drive (32GB),9.15,,,
122627,Carte XQD Sony Carte xqd 256 go high speed r440/w400 sans adaptateur - qdg256e-r,634.36,Carte,,
124559,KINGSTON TECHNOLOGY CANVAS REACT 64GO MICROSDXC UHS-I CLASSE 10 MÉMOIRE FLASH (SDCR 64GB)\N,22.99,Kingston,"Kingston technology canvas react 64go microsdxc uhs-i classe 10 mémoire flash (sdcr 64gb). Carte SD. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.",
124752,"SANDISK AVEC PENDRIVE, DE - XQD AQUA, USB CLASS DATATRAVELER 10 SD 64 MIT ANGELIS",9.99,SanDisk,,
125472,SANDISK EXTREME MICROSDHC 32GB + ADAPTER,186.99,,,
125547,"SanDisk Ultra - Tarjeta de memoria microSDHC UHS-I de 64 GB con adaptador SD, velocidad de lectura hasta 80 MB/s, Clase 10",27.89,,,
125766,"microsdhc 10 ultra 98mb/s, 16gb, kit uhs-i sandisk a1/class",7.99,,,
127779,SANDISK USB MICROSDHC SF-G UHS (173473) 32GB 95MB/S PAMI?CI 300MB/S 32GB DANS - 1),73.99,SanDisk,,
129241,"Sandisk 128GB Ultra Dual USB 3.0 128GB USB 3.0 (3.1 Gen 1) Type-A Negro unidad flash USB - Memoria USB (128 GB, USB 3.0 (3.1 Gen 1), Type-A, 150 MB/s, Sin tapa, Negro)",50.93,,,
129351,SanDisk Ultra microSDXC 64GB + Adattatore SD,39.49,,,
130268,"Memoria microSDXC Kingston Mobile 633x SDHC 633x GB, 128 64GB, Flash SD-Adapter lecteur u3 32gb Micro adaptador",69.99,Kingston,,
131368,Pendrive SANDISK Cruzer Blade 16 GB Blanco,7.99,,,
131872,"Kingston SDCS/16GBSP - MicroSD Canvas Select 16GB, velocidades de UHS-I Clase 10 de hasta 80 MB/s lectura ( sin adaptador SD): Kingston: Amazon.es: Electrónica",8.22,,,
132315,Carte - Scheda SDXC 4 200 - Edge,27.99,,,
132407,Achat Carte EXTREME SDHC 32 Go 90 Mo/s 600X Classe 10 UHS-I U3 SANDISK dans le rayon Carte SDHC,33.9,,,
